[2025-10-15 17:31:50] [WARNING ] discord.ext.commands.bot: Privileged message content intent is missing, commands may not work as expected.
[2025-10-15 17:31:50] [INFO    ] discord.client: logging in using static token
[2025-10-15 17:31:54] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1427685251135569950/messages/1428028383329255525 has received {'type': 0, 'content': '**Status Board**\n**Ally**: depths\n**Mood**: dunno', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'Status Board', 'color': 3447003, 'fields': [{'name': 'Ally', 'value': '- Kageoshi', 'inline': False}], 'content_scan_version': 0}], 'timestamp': '2025-10-15T14:34:58.070000+00:00', 'edited_timestamp': '2025-10-15T15:24:53.701000+00:00', 'flags': 0, 'components': [], 'id': '1428028383329255525', 'channel_id': '1427685251135569950', 'author': {'id': '1427678602190786600', 'username': 'DawnDusk', 'avatar': 'a940bc538aca406e488f33eb34ef6d03', 'discriminator': '9041', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2025-10-15 17:31:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-15T14:34:58.070000+00:00', 'position': 0, 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1427685210383978611', '1424132448727339028'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-14T15:51:19.368000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1428028383329255525', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Status Board', 'id': '1428042712451383298', 'fields': [{'value': '- Kageoshi', 'name': 'Ally', 'inline': False}, {'value': '*(empty)*', 'name': 'Enemies', 'inline': False}], 'content_scan_version': 0, 'color': 3447003}], 'edited_timestamp': '2025-10-15T15:31:54.480294+00:00', 'content': '**Status Board**\n**Ally**: depths\n**Mood**: dunno', 'components': [], 'channel_type': 0, 'channel_id': '1427685251135569950', 'author': {'username': 'DawnDusk', 'public_flags': 0, 'primary_guild': None, 'id': '1427678602190786600', 'global_name': None, 'display_name_styles': None, 'discriminator': '9041', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a940bc538aca406e488f33eb34ef6d03'}, 'attachments': [], 'guild_id': '1423738702370312318'}}
[2025-10-15 17:31:54] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-15 17:31:54] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-10-15 17:31:54] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/channels/1427685251135569950/messages/1428028383329255525 with {"embeds":[{"fields":[{"inline":false,"name":"Ally","value":"- Kageoshi"},{"inline":false,"name":"Enemies","value":"*(empty)*"}],"flags":0,"color":3447003,"type":"rich","title":"Status Board"}],"tts":false,"flags":0} has returned 200
[2025-10-15 17:31:54] [DEBUG   ] discord.http: PATCH /channels/{channel_id}/messages/{message_id} has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-10-15 17:31:54] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/channels/1427685251135569950/messages/1428028383329255525 has received {'type': 0, 'content': '**Status Board**\n**Ally**: depths\n**Mood**: dunno', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'Status Board', 'color': 3447003, 'fields': [{'name': 'Ally', 'value': '- Kageoshi', 'inline': False}, {'name': 'Enemies', 'value': '*(empty)*', 'inline': False}], 'content_scan_version': 0}], 'timestamp': '2025-10-15T14:34:58.070000+00:00', 'edited_timestamp': '2025-10-15T15:31:54.480294+00:00', 'flags': 0, 'components': [], 'id': '1428028383329255525', 'channel_id': '1427685251135569950', 'author': {'id': '1427678602190786600', 'username': 'DawnDusk', 'avatar': 'a940bc538aca406e488f33eb34ef6d03', 'discriminator': '9041', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2025-10-15 17:32:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 5, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQyODA0Mjc0NzcwODgzNzkyOTpPNVA5d0w5T0J5c0VhZEJwSDM3N1FhQUhwY3U5N0F3YU5zS0JnQmJ2SFppZkFQckpvS3VZd2pGSTZ3d2ZUUjVsVnVZUEwwSVhMazFnZDhCV3lEdkl2aXBsbmhNS3A5RFpFUTFTdnYxV0p6V0FmOGFGMmRCWW9rT2E3UldEWVVaeQ', 'member': {'user': {'username': 'lunaciaaaaa', 'public_flags': 0, 'primary_guild': {'tag': 'EWS', 'identity_guild_id': '1362770221034897639', 'identity_enabled': True, 'badge': '0625caabbdb25cb8406ebdd64b90a445'}, 'id': '1372549650225168436', 'global_name': 'Luna', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1382845914225442886', 'palette': 'bubble_gum', 'label': 'COLLECTIBLES_NAMEPLATES_VOL_3_BONSAI_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v3/bonsai/'}}, 'clan': {'tag': 'EWS', 'identity_guild_id': '1362770221034897639', 'identity_enabled': True, 'badge': '0625caabbdb25cb8406ebdd64b90a445'}, 'avatar_decoration_data': {'sku_id': '1212570343567261736', 'expires_at': None, 'asset': 'a_3e1fc3c7ee2e34e8176f4737427e8f4f'}, 'avatar': 'dd35cc8e90bc6b975b96366105599d25'}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-03T18:29:18.681000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-GB', 'id': '1428042747708837929', 'guild_locale': 'en-US', 'guild_id': '1423738702370312318', 'guild': {'locale': 'en-US', 'id': '1423738702370312318', 'features': ['COMMUNITY', 'NEWS']}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'name': 'show_ally', 'id': '1428040655950577667', 'guild_id': '1423738702370312318'}, 'context': 0, 'channel_id': '1427685251135569950', 'channel': {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 6, 'permissions': '9007199254740991', 'parent_id': None, 'nsfw': False, 'name': 'hi', 'last_message_id': '1428028383329255525', 'id': '1427685251135569950', 'guild_id': '1423738702370312318', 'flags': 0}, 'authorizing_integration_owners': {'0': '1423738702370312318'}, 'attachment_size_limit': 524288000, 'application_id': '1427678602190786600', 'app_permissions': '9007199254740991'}}
[2025-10-15 17:32:03] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-15 17:32:03] [DEBUG   ] discord.client: Dispatching event interaction
[2025-10-15 17:32:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'webhook_id': '1427678602190786600', 'type': 20, 'tts': False, 'timestamp': '2025-10-15T15:32:03.128000+00:00', 'position': 0, 'pinned': False, 'nonce': '1428042746723041280', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'lunaciaaaaa', 'public_flags': 0, 'primary_guild': {'tag': 'EWS', 'identity_guild_id': '1362770221034897639', 'identity_enabled': True, 'badge': '0625caabbdb25cb8406ebdd64b90a445'}, 'id': '1372549650225168436', 'global_name': 'Luna', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1382845914225442886', 'palette': 'bubble_gum', 'label': 'COLLECTIBLES_NAMEPLATES_VOL_3_BONSAI_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v3/bonsai/'}}, 'clan': {'tag': 'EWS', 'identity_guild_id': '1362770221034897639', 'identity_enabled': True, 'badge': '0625caabbdb25cb8406ebdd64b90a445'}, 'avatar_decoration_data': {'sku_id': '1212570343567261736', 'expires_at': None, 'asset': 'a_3e1fc3c7ee2e34e8176f4737427e8f4f'}, 'avatar': 'dd35cc8e90bc6b975b96366105599d25'}, 'type': 2, 'name': 'show_ally', 'id': '1428042747708837929', 'command_type': 1, 'authorizing_integration_owners': {'0': '1423738702370312318'}}, 'interaction': {'user': {'username': 'lunaciaaaaa', 'public_flags': 0, 'primary_guild': {'tag': 'EWS', 'identity_guild_id': '1362770221034897639', 'identity_enabled': True, 'badge': '0625caabbdb25cb8406ebdd64b90a445'}, 'id': '1372549650225168436', 'global_name': 'Luna', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1382845914225442886', 'palette': 'bubble_gum', 'label': 'COLLECTIBLES_NAMEPLATES_VOL_3_BONSAI_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v3/bonsai/'}}, 'clan': {'tag': 'EWS', 'identity_guild_id': '1362770221034897639', 'identity_enabled': True, 'badge': '0625caabbdb25cb8406ebdd64b90a445'}, 'avatar_decoration_data': {'sku_id': '1212570343567261736', 'expires_at': None, 'asset': 'a_3e1fc3c7ee2e34e8176f4737427e8f4f'}, 'avatar': 'dd35cc8e90bc6b975b96366105599d25'}, 'type': 2, 'name': 'show_ally', 'id': '1428042747708837929'}, 'id': '1428042749063729385', 'flags': 64, 'embeds': [{'type': 'rich', 'title': 'Ally', 'id': '1428042749063729386', 'description': '- Kageoshi', 'content_scan_version': 0, 'color': 3066993}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1427685251135569950', 'author': {'username': 'DawnDusk', 'public_flags': 0, 'primary_guild': None, 'id': '1427678602190786600', 'global_name': None, 'display_name_styles': None, 'discriminator': '9041', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a940bc538aca406e488f33eb34ef6d03'}, 'attachments': [], 'application_id': '1427678602190786600'}}
[2025-10-15 17:32:03] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-15 17:32:03] [DEBUG   ] discord.client: Dispatching event message
[2025-10-15 17:32:03] [DEBUG   ] discord.webhook.async_: Webhook ID 1428042747708837929 with POST https://discord.com/api/v10/interactions/1428042747708837929/aW50ZXJhY3Rpb246MTQyODA0Mjc0NzcwODgzNzkyOTpPNVA5d0w5T0J5c0VhZEJwSDM3N1FhQUhwY3U5N0F3YU5zS0JnQmJ2SFppZkFQckpvS3VZd2pGSTZ3d2ZUUjVsVnVZUEwwSVhMazFnZDhCV3lEdkl2aXBsbmhNS3A5RFpFUTFTdnYxV0p6V0FmOGFGMmRCWW9rT2E3UldEWVVaeQ/callback has returned status code 200
[2025-10-15 17:32:03] [DEBUG   ] discord.client: Dispatching event app_command_completion
